#
# National Water Information System
# 2013/12/17
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
00067	Tide stage	4511.0	Flood current; wi 10 min; C&GS table; Max ebb current
00067	Tide stage	4512.0	Flood current; wi 10 min; C&GS table; Max flood current
00067	Tide stage	4520.0	Flood current; wi 10 min; measured
00067	Tide stage	4521.0	Flood current; wi 10 min; measured; Max ebb current
00067	Tide stage	4522.0	Flood current; wi 10 min; measured; Max flood current
00067	Tide stage	4600.0	Flood current; wi 5 min
00067	Tide stage	4601.0	Flood current; wi 5 min; Max ebb current
00067	Tide stage	4602.0	Flood current; wi 5 min; Max flood current
00067	Tide stage	4610.0	Flood current; wi 5 min; C&GS table
00067	Tide stage	4611.0	Flood current; wi 5 min; C&GS table; Max ebb current
00067	Tide stage	4612.0	Flood current; wi 5 min; C&GS table; Max flood current
00067	Tide stage	4620.0	Flood current; wi 5 min; measured
00067	Tide stage	4621.0	Flood current; wi 5 min; measured; Max ebb current
00067	Tide stage	4622.0	Flood current; wi 5 min; measured; Max flood current
00067	Tide stage	5000.0	Mean tide level; wi 3 hrs
00067	Tide stage	5001.0	Mean tide level; wi 3 hrs; Max ebb current
00067	Tide stage	5002.0	Mean tide level; wi 3 hrs; Max flood current
00067	Tide stage	5010.0	Mean tide level; wi 3 hrs; C&GS table
00067	Tide stage	5011.0	Mean tide level; wi 3 hrs; C&GS table; Max ebb current
00067	Tide stage	5012.0	Mean tide level; wi 3 hrs; C&GS table; Max flood current
00067	Tide stage	5020.0	Mean tide level; wi 3 hrs; measured
00067	Tide stage	5021.0	Mean tide level; wi 3 hrs; measured; Max ebb current
00067	Tide stage	5022.0	Mean tide level; wi 3 hrs; measured; Max flood current
00067	Tide stage	5100.0	Mean tide level; wi 2 hrs
00067	Tide stage	5101.0	Mean tide level; wi 2 hrs; Max ebb current
00067	Tide stage	5102.0	Mean tide level; wi 2 hrs; Max flood current
00067	Tide stage	5110.0	Mean tide level; wi 2 hrs; C&GS table
00067	Tide stage	5111.0	Mean tide level; wi 2 hrs; C&GS table; Max ebb current
00067	Tide stage	5112.0	Mean tide level; wi 2 hrs; C&GS table; Max flood current
00067	Tide stage	5120.0	Mean tide level; wi 2 hrs; measured
00067	Tide stage	5121.0	Mean tide level; wi 2 hrs; measured; Max ebb current
00067	Tide stage	5122.0	Mean tide level; wi 2 hrs; measured; Max flood current
00067	Tide stage	5200.0	Mean tide level; wi 1 hr
00067	Tide stage	5201.0	Mean tide level; wi 1 hr; Max ebb current
00067	Tide stage	5202.0	Mean tide level; wi 1 hr; Max flood current
00067	Tide stage	5210.0	Mean tide level; wi 1 hr; C&GS table
00067	Tide stage	5211.0	Mean tide level; wi 1 hr; C&GS table; Max ebb current
00067	Tide stage	5212.0	Mean tide level; wi 1 hr; C&GS table; Max flood current
00067	Tide stage	5220.0	Mean tide level; wi 1 hr; measured
00067	Tide stage	5221.0	Mean tide level; wi 1 hr; measured; Max ebb current
00067	Tide stage	5222.0	Mean tide level; wi 1 hr; measured; Max flood current
00067	Tide stage	5300.0	Mean tide level; wi 40 min
00067	Tide stage	5301.0	Mean tide level; wi 40 min; Max ebb current
00067	Tide stage	5302.0	Mean tide level; wi 40 min; Max flood current
00067	Tide stage	5310.0	Mean tide level; wi 40 min; C&GS table
00067	Tide stage	5311.0	Mean tide level; wi 40 min; C&GS table; Max ebb current
00067	Tide stage	5312.0	Mean tide level; wi 40 min; C&GS table; Max flood current
00067	Tide stage	5320.0	Mean tide level; wi 40 min; measured
00067	Tide stage	5321.0	Mean tide level; wi 40 min; measured; Max ebb current
00067	Tide stage	5322.0	Mean tide level; wi 40 min; measured; Max flood current
00067	Tide stage	5400.0	Mean tide level; wi 20 min
00067	Tide stage	5401.0	Mean tide level; wi 20 min; Max ebb current
00067	Tide stage	5402.0	Mean tide level; wi 20 min; Max flood current
00067	Tide stage	5410.0	Mean tide level; wi 20 min; C&GS table
00067	Tide stage	5411.0	Mean tide level; wi 20 min; C&GS table; Max ebb current
00067	Tide stage	5412.0	Mean tide level; wi 20 min; C&GS table; Max flood current
00067	Tide stage	5420.0	Mean tide level; wi 20 min; measured
00067	Tide stage	5421.0	Mean tide level; wi 20 min; measured; Max ebb current
00067	Tide stage	5422.0	Mean tide level; wi 20 min; measured; Max flood current
00067	Tide stage	5500.0	Mean tide level; wi 10 min
00067	Tide stage	5501.0	Mean tide level; wi 10 min; Max ebb current
00067	Tide stage	5502.0	Mean tide level; wi 10 min; Max flood current
00067	Tide stage	5510.0	Mean tide level; wi 10 min; C&GS table
00067	Tide stage	5511.0	Mean tide level; wi 10 min; C&GS table; Max ebb current
00067	Tide stage	5512.0	Mean tide level; wi 10 min; C&GS table; Max flood current
00067	Tide stage	5520.0	Mean tide level; wi 10 min; measured
00067	Tide stage	5521.0	Mean tide level; wi 10 min; measured; Max ebb current
00067	Tide stage	5522.0	Mean tide level; wi 10 min; measured; Max flood current
00067	Tide stage	5600.0	Mean tide level; wi 5 min
00067	Tide stage	5601.0	Mean tide level; wi 5 min; Max ebb current
00067	Tide stage	5602.0	Mean tide level; wi 5 min; Max flood current
00067	Tide stage	5610.0	Mean tide level; wi 5 min; C&GS table
00067	Tide stage	5611.0	Mean tide level; wi 5 min; C&GS table; Max ebb current
00067	Tide stage	5612.0	Mean tide level; wi 5 min; C&GS table; Max flood current
00067	Tide stage	5620.0	Mean tide level; wi 5 min; measured
00067	Tide stage	5621.0	Mean tide level; wi 5 min; measured; Max ebb current
00067	Tide stage	5622.0	Mean tide level; wi 5 min; measured; Max flood current
00115	Sample treatment	1.0	Raw
00115	Sample treatment	2.0	Treated
00115	Sample treatment	3.0	Wastewater
00115	Sample treatment	4.0	Drinking Water
01300	Oil & grease, severity	0.0	None
01300	Oil & grease, severity	1.0	Mild
01300	Oil & grease, severity	2.0	Moderate
01300	Oil & grease, severity	3.0	Serious
01300	Oil & grease, severity	4.0	Extreme
01305	Suds, severity	0.0	None
01305	Suds, severity	1.0	Mild
01305	Suds, severity	2.0	Moderate
01305	Suds, severity	3.0	Serious
01305	Suds, severity	4.0	Extreme
01310	Gas bubbles,severity	0.0	None
01310	Gas bubbles,severity	1.0	Mild
01310	Gas bubbles,severity	2.0	Moderate
01310	Gas bubbles,severity	3.0	Serious
01310	Gas bubbles,severity	4.0	Extreme
01315	Floating sludge, severity	0.0	None
01315	Floating sludge, severity	1.0	Mild
01315	Floating sludge, severity	2.0	Moderate
01315	Floating sludge, severity	3.0	Serious
01315	Floating sludge, severity	4.0	Extreme
01320	Float.Garbage, svrty	0.0	None
01320	Float.Garbage, svrty	1.0	Mild
01320	Float.Garbage, svrty	2.0	Moderate
01320	Float.Garbage, svrty	3.0	Serious
01320	Float.Garbage, svrty	4.0	Extreme
01325	Floating algae mats, severity	0.0	None
01325	Floating algae mats, severity	1.0	Mild
01325	Floating algae mats, severity	2.0	Moderate
01325	Floating algae mats, severity	3.0	Serious
01325	Floating algae mats, severity	4.0	Extreme
01330	Odor, severity	0.0	None
01330	Odor, severity	1.0	Mild
01330	Odor, severity	2.0	Moderate
01330	Odor, severity	3.0	Serious
01330	Odor, severity	4.0	Extreme
01335	Sewage solids, severity	0.0	None
01335	Sewage solids, severity	1.0	Mild
01335	Sewage solids, severity	2.0	Moderate
01335	Sewage solids, severity	3.0	Serious
01335	Sewage solids, severity	4.0	Extreme
01340	Dead fish, severity	0.0	None
01340	Dead fish, severity	1.0	Mild
01340	Dead fish, severity	2.0	Moderate
01340	Dead fish, severity	3.0	Serious
01340	Dead fish, severity	4.0	Extreme
01345	Floating debris, severity	0.0	None
01345	Floating debris, severity	1.0	Mild
01345	Floating debris, severity	2.0	Moderate
01345	Floating debris, severity	3.0	Serious
01345	Floating debris, severity	4.0	Extreme
01350	Turbidity, severity	0.0	None
01350	Turbidity, severity	1.0	Mild
01350	Turbidity, severity	2.0	Moderate
01350	Turbidity, severity	3.0	Serious
01350	Turbidity, severity	4.0	Extreme
01351	Streamflow, severity	1.0	Dry
01351	Streamflow, severity	2.0	Low
01351	Streamflow, severity	3.0	Normal
01351	Streamflow, severity	4.0	Flood
01351	Streamflow, severity	5.0	Above normal
01355	Ice cover, severity	0.0	None
01355	Ice cover, severity	1.0	Mild
01355	Ice cover, severity	2.0	Moderate
01355	Ice cover, severity	3.0	Serious
01355	Ice cover, severity	4.0	Extreme
04117	Tether line used	0.0	No
04117	Tether line used	1.0	Yes
31678	Fecal strep,AD-EVA broth,tube	1.0	Five 10-mL tubes
31678	Fecal strep,AD-EVA broth,tube	2.0	Five 10-mL, five 1-mL and five 0.1-mL tubes
31678	Fecal strep,AD-EVA broth,tube	3.0	Five 10-mL, one 1-mL and one 0.1-mL tubes
31678	Fecal strep,AD-EVA broth,tube	4.0	One 50-mL and five 10-mL tubes
31678	Fecal strep,AD-EVA broth,tube	5.0	One 50-mL, five 10-mL and five 1-mL tubes
31678	Fecal strep,AD-EVA broth,tube	6.0	Five 50-mL, five 10-mL and five 1-mL tubes
31678	Fecal strep,AD-EVA broth,tube	7.0	Three 10-mL, three 1-mL and three 0.1-mL tubes
31678	Fecal strep,AD-EVA broth,tube	8.0	Five 100-mL, five 10-mL and five 1-mL tubes
31696	IRB biotester RPS	0.0	No reaction
31696	IRB biotester RPS	2180.0	Brown Gel, Brown Cloudy, Red Cloudy
31696	IRB biotester RPS	4000.0	Brown Ring
31696	IRB biotester RPS	4100.0	Brown Ring, Brown Cloudy
31696	IRB biotester RPS	4160.0	Brown Ring, Brown Cloudy, Foam
31696	IRB biotester RPS	4200.0	Brown Ring, Brown Gel
31696	IRB biotester RPS	4600.0	Brown Ring, Foam
31696	IRB biotester RPS	4610.0	Brown Ring, Foam, Brown Cloudy
31696	IRB biotester RPS	4627.0	Brown Ring, Foam, Brown Gel, Green Cloudy
31696	IRB biotester RPS	4730.0	Brown Ring, Green Cloudy, Blackened Liquid
31696	IRB biotester RPS	5100.0	Cloudy Growth, Brown Cloudy
31696	IRB biotester RPS	5140.0	Cloudy Growth, Brown Cloudy, Brown Ring
31696	IRB biotester RPS	5199.0	Cloudy Growth, Brown Cloudy, other
31696	IRB biotester RPS	5200.0	Cloudy Growth, Brown Gel
31696	IRB biotester RPS	5299.0	Cloudy Growth, Brown Gel, other
31696	IRB biotester RPS	5300.0	Cloudy Growth, Blackened Liquid
31696	IRB biotester RPS	5400.0	Cloudy Growth, Brown Ring
31696	IRB biotester RPS	5499.0	Cloudy Growth, Brown Ring, other
31696	IRB biotester RPS	5600.0	Cloudy Growth, Foam
31696	IRB biotester RPS	5699.0	Cloudy Growth, Foam, other
31696	IRB biotester RPS	5700.0	Cloudy Growth, Green Cloudy
31696	IRB biotester RPS	5800.0	Cloudy Growth, Red Cloudy
31696	IRB biotester RPS	6000.0	Foam
31696	IRB biotester RPS	6100.0	Foam, Brown Cloudy
31696	IRB biotester RPS	6120.0	Foam, Brown Cloudy, Brown Gel
31696	IRB biotester RPS	6124.0	Foam, Brown Cloudy, Brown Gel, Brown Ring
31696	IRB biotester RPS	6130.0	Foam, Brown Cloudy, Blackened Liquid
31696	IRB biotester RPS	6140.0	Foam, Brown Cloudy, Brown Ring
31696	IRB biotester RPS	6142.0	Foam, Brown Cloudy, Brown Ring, Brown Gel
31696	IRB biotester RPS	6143.0	Foam, Brown Cloudy, Brown Ring, Blackened Liquid
31696	IRB biotester RPS	6147.0	Foam, Brown Cloudy, Brown Ring, Green Cloudy
31696	IRB biotester RPS	6173.0	Foam, Brown Cloudy, Green Cloudy, Blackened Liquid
31696	IRB biotester RPS	6183.0	Foam, Brown Cloudy, Red Cloudy, Blackened Liquid
31696	IRB biotester RPS	6184.0	Foam, Brown Cloudy, Red Cloudy, Brown Ring
31696	IRB biotester RPS	6199.0	Foam, Brown Cloudy, other
31696	IRB biotester RPS	6200.0	Foam, Brown Gel
31696	IRB biotester RPS	6214.0	Foam, Brown Gel, Brown Cloudy, Brown Ring
31696	IRB biotester RPS	6217.0	Foam, Brown Gel, Brown Cloudy, Green Cloudy
31696	IRB biotester RPS	6234.0	Foam, Brown Gel, Blackened Liquid, Brown Ring
31696	IRB biotester RPS	6240.0	Foam, Brown Gel, Brown Ring
31696	IRB biotester RPS	6241.0	Foam, Brown Gel, Brown Ring, Brown Cloudy
31696	IRB biotester RPS	6243.0	Foam, Brown Gel, Brown Ring, Blackened Liquid
31696	IRB biotester RPS	6247.0	Foam, Brown Gel, Brown Ring, Green Cloudy
31696	IRB biotester RPS	6270.0	Foam, Brown Gel, Green Cloudy
31696	IRB biotester RPS	6283.0	Foam, Brown Gel, Red Cloudy, Blackened Liquid
31696	IRB biotester RPS	6299.0	Foam, Brown Gel, other
31696	IRB biotester RPS	6300.0	Foam, Blackened Liquid
31696	IRB biotester RPS	6340.0	Foam, Blackened Liquid, Brown Ring
31696	IRB biotester RPS	6370.0	Foam, Blackened Liquid, Green Cloudy
31696	IRB biotester RPS	6400.0	Foam, Brown Ring
31696	IRB biotester RPS	6410.0	Foam, Brown Ring, Brown Cloudy
31696	IRB biotester RPS	6412.0	Foam, Brown Ring, Brown Cloudy, Brown Gel
31696	IRB biotester RPS	6413.0	Foam, Brown Ring, Brown Cloudy, Blackened Liquid
31696	IRB biotester RPS	6417.0	Foam, Brown Ring, Brown Cloudy, Green Cloudy
31696	IRB biotester RPS	6418.0	Foam, Brown Ring, Brown Cloudy, Red Cloudy
31696	IRB biotester RPS	6420.0	Foam, Brown Ring, Brown Gel
31696	IRB biotester RPS	6421.0	Foam, Brown Ring, Brown Cloudy, Brown Cloudy
31696	IRB biotester RPS	6423.0	Foam, Brown Ring, Brown Gel, Blackened Liquid
31696	IRB biotester RPS	6427.0	Foam, Brown Ring, Brown Gel, Green Cloudy
31696	IRB biotester RPS	6430.0	Foam, Brown Ring, Blackened Liquid
31696	IRB biotester RPS	6470.0	Foam, Brown Ring, Green Cloudy
31696	IRB biotester RPS	6473.0	Foam, Brown Ring, Green Cloudy, Blackened Liquid
31696	IRB biotester RPS	6480.0	Foam, Brown Ring, Red Cloudy
31696	IRB biotester RPS	6483.0	Foam, Brown Ring, Red Cloudy, Blackened Liquid
31696	IRB biotester RPS	6499.0	Foam, Grown Ring, other
31696	IRB biotester RPS	6500.0	Foam, Cloudy Growth
31696	IRB biotester RPS	6599.0	Foam, Cloudy Growth, other
31696	IRB biotester RPS	6700.0	Foam, Green Cloudy
31696	IRB biotester RPS	6720.0	Foam, Green Cloudy, Brown Gel
31696	IRB biotester RPS	6723.0	Foam, Green Cloudy, Brown Gel, Blackened Liquid
31696	IRB biotester RPS	6730.0	Foam, Green Cloudy, Blackened Liquid
31696	IRB biotester RPS	6740.0	Foam, Green Cloudy, Brown Ring
31696	IRB biotester RPS	6741.0	Foam, Green Cloudy, Brown Ring, Brown Cloudy
31696	IRB biotester RPS	6743.0	Foam, Green Cloudy, Brown Ring, Blackened Liquid
31696	IRB biotester RPS	6780.0	Foam, Green Cloudy, Red Cloudy
31696	IRB biotester RPS	6799.0	Foam, Green Cloudy, other
31696	IRB biotester RPS	6800.0	Foam, Red Cloudy
31696	IRB biotester RPS	6830.0	Foam, Red Cloudy, Blackened Liquid
31696	IRB biotester RPS	6840.0	Foam, Red Cloudy, Brown Ring
31696	IRB biotester RPS	6843.0	Foam, Red Cloudy, Brown Ring, Blackened Liquid
31696	IRB biotester RPS	7000.0	Green Cloudy
31696	IRB biotester RPS	7300.0	Green Cloudy, Blackened Liquid
31696	IRB biotester RPS	7400.0	Green Cloudy, Brown Ring
31696	IRB biotester RPS	7600.0	Green Cloudy, Foam
31696	IRB biotester RPS	7999.0	Green Cloudy, other
31696	IRB biotester RPS	8000.0	Red Cloudy
31696	IRB biotester RPS	8300.0	Red Cloudy, Blackened Liquid
31696	IRB biotester RPS	8400.0	Red Cloudy, Brown Ring
31696	IRB biotester RPS	8600.0	Red Cloudy, Foam
31696	IRB biotester RPS	8999.0	Red Cloudy, other
31696	IRB biotester RPS	9999.0	Other
31698	SRB biotester RPS	0.0	No reaction
31698	SRB biotester RPS	1000.0	Black Base and Top
31698	SRB biotester RPS	2000.0	Blackened Base
31698	SRB biotester RPS	2100.0	Blackened Base then All Black
31698	SRB biotester RPS	3000.0	Blackened Top
31698	SRB biotester RPS	3100.0	Blackened Top then All Black
31698	SRB biotester RPS	4000.0	Cloudy Growth Only
31699	SFB biotester RPS	0.0	No reaction
31699	SFB biotester RPS	2100.0	Cloudy Growth, Blackened Liquid
31699	SFB biotester RPS	2340.0	Cloudy Growth, Cloudy Plates Layering, Dense Slime
31699	SFB biotester RPS	2400.0	Cloudy Growth, Dense Slime
31699	SFB biotester RPS	2500.0	Cloudy Growth, Greenish-Yellow Glow in UV
31699	SFB biotester RPS	2600.0	Cloudy Growth, Pale Blue Glow in UV Light
31699	SFB biotester RPS	2700.0	Cloudy Growth, Slime Ring around Ball
31699	SFB biotester RPS	2740.0	Cloudy Growth, Slime Ring around Ball, Dense Slime
31699	SFB biotester RPS	2874.0	Cloudy Growth, Thread-like Strands, Slime Ring around Ball, Dense Slime
31699	SFB biotester RPS	3200.0	Cloudy Plates Layering, Cloudy Growth
31699	SFB biotester RPS	4000.0	Dense Slime
31699	SFB biotester RPS	4200.0	Dense Slime, Cloudy Growth
31699	SFB biotester RPS	4210.0	Dense Slime, Cloudy Growth Blackened Liquid
31699	SFB biotester RPS	4300.0	Dense Slime, Cloudy Plates Layering
31699	SFB biotester RPS	7200.0	Slime Ring around Ball, Cloudy Growth
31699	SFB biotester RPS	8200.0	Thread-Like Strands, Cloudy Growth
31699	SFB biotester RPS	9999.0	Other
49986	Degree of decomposition, soil	1.0	Fibrix
49986	Degree of decomposition, soil	2.0	Hemic
49986	Degree of decomposition, soil	3.0	Sapric
50276	Filter type	10.0	Gelman capsule, 0.45um
50276	Filter type	20.0	Membrane, 0.45um, 142mm
50276	Filter type	30.0	Membrane, 0.45um, 47mm
50276	Filter type	40.0	Membrane, 0.22um, 47mm
50276	Filter type	50.0	Membrane, 0.1um, 47mm
50276	Filter type	60.0	Membrane, 0.1um, 142mm
50276	Filter type	65.0	Membrane, syringe-type, 0.7um pore, 25mm dia.
50276	Filter type	70.0	Membrane, syringe-type, 0.45um
50276	Filter type	80.0	Membrane, syringe-type, 0.22um
50276	Filter type	90.0	Silver membrane, 0.45um, 47mm
50276	Filter type	100.0	Glass fiber, 0.7um, 142mm
50276	Filter type	110.0	Glass fiber, baked, 0.7um, 142mm
50276	Filter type	120.0	Glass fiber, 0.7um, 47mm
50276	Filter type	130.0	Glass fiber, baked, 0.7um, 47mm
50276	Filter type	200.0	Other
50280	Site visit purpose	1001.0	Fixed frequency, surface-water
50280	Site visit purpose	1002.0	Storm hydrograph, surface-water
50280	Site visit purpose	1003.0	Extreme high flow, surface-water
50280	Site visit purpose	1004.0	Extreme low flow, surface-water
50280	Site visit purpose	1005.0	Diurnal, surface-water
50280	Site visit purpose	1006.0	Synoptic, surface-water
50280	Site visit purpose	1007.0	Oil spill response
50280	Site visit purpose	1098.0	Surface-water quality control
50280	Site visit purpose	1099.0	Other, surface-water
50280	Site visit purpose	1501.0	Synoptic, Hyporheic zone
50280	Site visit purpose	1502.0	Low flow, Hyporheic zone
50280	Site visit purpose	1503.0	High flow, Hyporheic zone
50280	Site visit purpose	2001.0	Primary, groundwater
50280	Site visit purpose	2002.0	Supplemental, groundwater
50280	Site visit purpose	2003.0	Temporal characterization, groundwater
50280	Site visit purpose	2004.0	Resample, groundwater
50280	Site visit purpose	2098.0	Groundwater quality control
50280	Site visit purpose	2099.0	Other, groundwater
50280	Site visit purpose	3001.0	Occurrence Survey, bed sediment or tissue
50280	Site visit purpose	3002.0	Spatial distribution survey, bed sediment or tissue
50280	Site visit purpose	3003.0	Synoptic study, bed sediment or tissue
50280	Site visit purpose	3098.0	Bed sediment or tissue quality control
50280	Site visit purpose	3099.0	Other, bed sediment or tissue
50280	Site visit purpose	4001.0	Reconstructive trends from sediment core
50280	Site visit purpose	5051.0	Sample collected during site installation, any media
50280	Site visit purpose	5052.0	Event-based (runoff or recharge conditions), any media
50280	Site visit purpose	5053.0	Fixed frequency (non event-based), any media
50280	Site visit purpose	5054.0	Synoptic study, any media
50280	Site visit purpose	5098.0	QA/QC, media other than SW, GW, or BS&T
50280	Site visit purpose	5099.0	Other purpose, any media
62955	Sample matrix	70.0	Soil
62955	Sample matrix	80.0	Borehole core
62955	Sample matrix	90.0	Borehole cuttings
71995	Water use, primary	111.0	cash grains
71995	Water use, primary	131.0	Field crops - except cash grains
71995	Water use, primary	161.0	Vegetables and melons
71995	Water use, primary	171.0	Fruits and tree nuts
71995	Water use, primary	181.0	Horticultural specialties
71995	Water use, primary	191.0	General farm crops
71995	Water use, primary	211.0	Livestock
71995	Water use, primary	251.0	Poultry and eggs
71995	Water use, primary	271.0	Animal specialties
71995	Water use, primary	291.0	General farms - primarily livestock
71995	Water use, primary	711.0	Agricultural services - soil prep, crop plantings, etc.
71995	Water use, primary	741.0	Veterinary services
71995	Water use, primary	761.0	Animal services, farm labor and management
71995	Water use, primary	811.0	Forestry
71995	Water use, primary	912.0	Fish and wildlife farming
71995	Water use, primary	1011.0	Metal mining
71995	Water use, primary	1111.0	Anthracite mining
71995	Water use, primary	1211.0	Bituminous coal and lignite mining
71995	Water use, primary	1311.0	Oil and gas extraction
71995	Water use, primary	1411.0	Mining and quarrying of nonmetalic minerals, - nonfuel
71995	Water use, primary	1521.0	Building construction
71995	Water use, primary	1611.0	Construction - other than building
71995	Water use, primary	1711.0	Special trade (plumbing, heat, air, elec., masonry, etc.)
71995	Water use, primary	2011.0	Manufacturing - meat products
71995	Water use, primary	2016.0	Poultry and egg plants
71995	Water use, primary	2021.0	Dairy products
71995	Water use, primary	2032.0	Canned & preserved fruits and vegetables
71995	Water use, primary	2041.0	Grain mill products
71995	Water use, primary	2051.0	Bakery products
71995	Water use, primary	2061.0	Sugar and confectionery products
71995	Water use, primary	2074.0	Fats and oils
71995	Water use, primary	2084.0	Beverages - alcoholic & soft drinks, syrups & extracts
71995	Water use, primary	2091.0	Miscellaneous food preparations
71995	Water use, primary	2111.0	Tobacco manufacturers
71995	Water use, primary	2211.0	Textile mill products
71995	Water use, primary	2311.0	Apparel - products from fabrics
71995	Water use, primary	2411.0	Lumber & wood products except furniture
71995	Water use, primary	2511.0	Furniture and fixtures
71995	Water use, primary	2611.0	Paper and allied products
71995	Water use, primary	2711.0	Printing, publishing, & allied industries
71995	Water use, primary	2821.0	Chemicals and allied products
71995	Water use, primary	2911.0	Petroleum refining and related products
71995	Water use, primary	3011.0	Rubber and miscellaneous plastic products
71995	Water use, primary	3111.0	Leather and leather products
71995	Water use, primary	3211.0	Stone, clay, glass, and concrete products
71995	Water use, primary	3281.0	Cut stone and stone products
71995	Water use, primary	3291.0	Abrasive, asbestos, & miscellaneous nonmetalic products
71995	Water use, primary	3312.0	Blast furnaces, steel works, & rolling & finishing mills
71995	Water use, primary	3411.0	Metal products & trans. equipment (no machinery)
71995	Water use, primary	3511.0	Machinery, except electrical
71995	Water use, primary	3612.0	Electrical & electronic machinery, equipment & supplies
71995	Water use, primary	3711.0	Transportation equipment repairing and parts
71995	Water use, primary	3811.0	Measuring, analyzing, & controlling instruments
71995	Water use, primary	3911.0	Miscellaneous manufacturing industries
71995	Water use, primary	4011.0	Transportation - trains, taxicabs, aircraft
71995	Water use, primary	4212.0	Motor freight transportation and warehousing
71995	Water use, primary	4311.0	U.S. postal service
71995	Water use, primary	4411.0	Water transportation
71995	Water use, primary	4423.0	Water recreation on bays, lakes, rivers, & canals
71995	Water use, primary	4511.0	Transportation by air
71995	Water use, primary	4612.0	Pipelines - except natural gas
71995	Water use, primary	4811.0	Communications
71995	Water use, primary	4922.0	Gas production and distribution; elec. and gas service
71995	Water use, primary	4941.0	Water supply
71995	Water use, primary	4952.0	Sewerage systems
71995	Water use, primary	4961.0	Public steam supply
71995	Water use, primary	4971.0	Irrigation systems
71995	Water use, primary	5012.0	Wholesale trade - durable goods
71995	Water use, primary	5111.0	Wholesale trade - nondurable goods
71995	Water use, primary	5211.0	Building materials, hardware, garden supply
71995	Water use, primary	5311.0	General merchandise stores
71995	Water use, primary	5411.0	Food stores
71995	Water use, primary	5511.0	Auto. dealers and gasoline service stations
71995	Water use, primary	5611.0	Apparel and accessory stores
71995	Water use, primary	5712.0	Furniture, home furnishing, and equipment stores
71995	Water use, primary	5812.0	Eating and drinking places
71995	Water use, primary	5912.0	Miscellaneous retail - drug, liquor, book, camera, etc.
71995	Water use, primary	6011.0	Banking
71995	Water use, primary	6112.0	Credit agencies
71995	Water use, primary	6212.0	Security and commodity brokers, dealers, and services
71995	Water use, primary	6311.0	Insurance
71995	Water use, primary	6512.0	Real estate
71995	Water use, primary	6711.0	Holding and other investment offices
71995	Water use, primary	7011.0	Hotels, motels, tourist courts
71995	Water use, primary	7021.0	Rooming and boarding houses
71995	Water use, primary	7032.0	Camps, transient trailer parks, & camp sites
71995	Water use, primary	7041.0	Organization hotels and membership lodging houses
71995	Water use, primary	7211.0	Laundry, cleaning, and garment services
71995	Water use, primary	7221.0	Shops - photo, beauty, barber, shoe, funeral services
71995	Water use, primary	7311.0	Advertising services
71995	Water use, primary	7321.0	Consumer credit and collection
71995	Water use, primary	7331.0	Mailing, reproduction, commercial art & photography
71995	Water use, primary	7341.0	Service to dwellings and other buildings
71995	Water use, primary	7351.0	News syndicates
71995	Water use, primary	7361.0	Employment services
71995	Water use, primary	7372.0	Computer and data processing
71995	Water use, primary	7391.0	Miscellaneous business services
71995	Water use, primary	7512.0	Automotive and truck rental leasing without driver
71995	Water use, primary	7523.0	Automobile parking
71995	Water use, primary	7531.0	Automotive repair shops
71995	Water use, primary	7542.0	Car washes
71995	Water use, primary	7549.0	Automotive services - except repair
71995	Water use, primary	7622.0	Miscellaneous repair services
71995	Water use, primary	7813.0	Motion picture-t.v. services, theaters, except drive-ins
71995	Water use, primary	7911.0	Recreation services, except theaters and public golf
71995	Water use, primary	7992.0	Public golf courses
71995	Water use, primary	7993.0	Coin operated amusement devices
71995	Water use, primary	7996.0	Amusement parks, sports and recreation clubs, etc.
71995	Water use, primary	8011.0	Health services (offices)
71995	Water use, primary	8051.0	Nursing and personal care facilities
71995	Water use, primary	8062.0	Hospitals
71995	Water use, primary	8071.0	Medical and dental laboratories
71995	Water use, primary	8081.0	Outpatient care fac
71995	Water use, primary	8091.0	Health & allies services, not elsewhere classified
71995	Water use, primary	8111.0	Legal services
71995	Water use, primary	8211.0	Educational services, libraries and information centers
71995	Water use, primary	8231.0	Social services & rehabilitation centers
71995	Water use, primary	8411.0	Museums, art galleries, zoological & botanical gardens
71995	Water use, primary	8611.0	Membership organizations
71995	Water use, primary	8811.0	Private houses, condos, municipalities, & trailer parks
71995	Water use, primary	8911.0	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71995	Water use, primary	9111.0	Gov., legislative, justice, public order & safety misc.
71995	Water use, primary	9411.0	Administration of human resources programs
71995	Water use, primary	9511.0	Air & water resource, & solid waste management
71995	Water use, primary	9512.0	Natural resource conservation by public administration
71995	Water use, primary	9531.0	Admin. of housing & economic programs & internat'l affairs
71995	Water use, primary	9999.0	Water compacts, agreements & legislative actions
71995	Water use, primary	14911.0	Commercial electric energy establishments - fossil
71995	Water use, primary	24911.0	Commercial electric energy establishments - geothermal
71995	Water use, primary	34911.0	Commercial electric energy establishments - hydroelectric
71995	Water use, primary	44911.0	Commercial electric energy establishments - nuclear
71996	Water use, secondary	111.0	Cash grains
71996	Water use, secondary	131.0	Field crops - except cash grains
71996	Water use, secondary	161.0	Vegetables and melons
71996	Water use, secondary	171.0	Fruits and tree nuts
71996	Water use, secondary	181.0	Horticultural specialties
